期次,開獎日期,週,天干,地支,節氣,球1,球2,球3,球4,球5,球6
112075.0,2023/8/8,週五,甲,寅,T0,11.0,26.0,28.0,30.0,41.0,45.0
112076.0,2023/8/11,週二,戊,午,T4,8.0,27.0,34.0,38.0,39.0,47.0
112077.0,2023/8/15,週五,辛,酉,T7,10.0,22.0,26.0,30.0,34.0,43.0
112078.0,2023/8/18,週二,乙,丑,T11,13.0,19.0,21.0,24.0,41.0,45.0
112079.0,2023/8/22,週五,戊,辰,T14,2.0,19.0,26.0,34.0,43.0,46.0
112080.0,2023/8/25,週二,壬,申,S3,2.0,10.0,20.0,31.0,33.0,46.0
112081.0,2023/8/29,週五,乙,亥,S6,6.0,7.0,10.0,22.0,41.0,42.0
112082.0,2023/9/1,週二,己,卯,S10,1.0,19.0,26.0,34.0,45.0,49.0
112083.0,2023/9/5,週五,壬,午,S13,12.0,14.0,32.0,34.0,40.0,48.0
112084.0,2023/9/8,週二,丙,戌,T3,14.0,20.0,23.0,33.0,34.0,40.0
112085.0,2023/9/12,週五,己,丑,T6,21.0,22.0,26.0,33.0,34.0,35.0
112086.0,2023/9/15,週二,癸,巳,T10,12.0,16.0,19.0,30.0,37.0,39.0
112087.0,2023/9/19,週五,丙,申,T13,3.0,16.0,24.0,35.0,37.0,41.0
112088.0,2023/9/22,週二,庚,子,S2,2.0,13.0,32.0,36.0,38.0,43.0
112089.0,2023/9/26,週五,癸,卯,S5,9.0,14.0,26.0,37.0,38.0,39.0
112090.0,2023/9/29,週二,丁,未,S9,6.0,9.0,18.0,35.0,38.0,48.0
112091.0,2023/10/3,週五,庚,戌,S12,3.0,22.0,29.0,31.0,40.0,44.0
112092.0,2023/10/6,週二,甲,寅,T1,6.0,16.0,21.0,27.0,30.0,49.0
112093.0,2023/10/10,週五,丁,巳,T4,3.0,8.0,17.0,33.0,34.0,48.0
112094.0,2023/10/13,週二,辛,酉,T8,1.0,9.0,13.0,14.0,28.0,30.0
112095.0,2023/10/17,週五,甲,子,T11,5.0,12.0,13.0,20.0,24.0,34.0
112096.0,2023/10/20,週二,戊,辰,S0,32.0,37.0,38.0,39.0,40.0,44.0
112097.0,2023/10/24,週五,辛,未,S3,7.0,29.0,34.0,41.0,43.0,49.0
112098.0,2023/10/27,週二,乙,亥,S7,6.0,15.0,22.0,27.0,28.0,31.0
112099.0,2023/10/31,週五,戊,寅,S10,2.0,10.0,18.0,36.0,42.0,47.0
112100.0,2023/11/3,週二,壬,午,S14,8.0,20.0,24.0,28.0,40.0,48.0
112101.0,2023/11/7,週五,乙,酉,T2,7.0,8.0,21.0,41.0,44.0,47.0
112102.0,2023/11/10,週二,己,丑,T6,2.0,4.0,6.0,8.0,11.0,31.0
112103.0,2023/11/14,週五,壬,辰,T9,6.0,12.0,15.0,30.0,38.0,43.0
112104.0,2023/11/17,週二,丙,申,T13,15.0,30.0,31.0,34.0,40.0,45.0
112105.0,2023/11/21,週五,己,亥,S1,16.0,21.0,26.0,30.0,37.0,47.0
112106.0,2023/11/24,週二,癸,卯,S5,9.0,16.0,20.0,42.0,43.0,48.0
112107.0,2023/11/28,週五,丙,午,S8,12.0,18.0,23.0,27.0,33.0,44.0
112108.0,2023/12/1,週二,庚,戌,S12,4.0,15.0,18.0,23.0,40.0,47.0
112109.0,2023/12/5,週五,癸,丑,S15,10.0,14.0,30.0,38.0,42.0,48.0
112110.0,2023/12/8,週二,丁,巳,T4,5.0,8.0,22.0,27.0,28.0,29.0
112111.0,2023/12/12,週五,庚,申,T7,6.0,20.0,30.0,33.0,38.0,46.0
112112.0,2023/12/15,週二,甲,子,T11,1.0,9.0,22.0,28.0,33.0,39.0
112113.0,2023/12/19,週五,丁,卯,T14,14.0,18.0,20.0,26.0,38.0,48.0
112114.0,2023/12/22,週二,辛,未,S2,8.0,9.0,20.0,34.0,35.0,49.0
112115.0,2023/12/26,週五,甲,戌,S5,8.0,19.0,28.0,29.0,30.0,46.0
112116.0,2023/12/29,週二,戊,寅,S9,1.0,11.0,23.0,31.0,39.0,46.0
113001.0,2024/1/2,週五,辛,巳,S12,4.0,14.0,18.0,21.0,36.0,38.0
113002.0,2024/1/5,週二,乙,酉,T1,2.0,20.0,23.0,30.0,35.0,47.0
113003.0,2024/1/9,週五,戊,子,T4,12.0,29.0,31.0,37.0,44.0,49.0
113004.0,2024/1/12,週二,壬,辰,T8,4.0,25.0,29.0,38.0,42.0,46.0
113005.0,2024/1/16,週五,乙,未,T11,1.0,3.0,20.0,21.0,36.0,40.0
113006.0,2024/1/19,週二,己,亥,T15,1.0,3.0,7.0,19.0,31.0,46.0
113007.0,2024/1/23,週五,壬,寅,S2,2.0,14.0,17.0,26.0,27.0,47.0
113008.0,2024/1/26,週二,丙,午,S6,2.0,11.0,20.0,34.0,46.0,47.0
113009.0,2024/1/30,週五,己,酉,S9,7.0,19.0,30.0,38.0,40.0,45.0
113010.0,2024/2/2,週二,癸,丑,S13,5.0,9.0,25.0,35.0,38.0,39.0
113011.0,2024/2/6,週五,丙,辰,T0,14.0,19.0,23.0,26.0,34.0,40.0
113012.0,2024/2/7,週二,庚,申,T4,20.0,22.0,31.0,34.0,35.0,37.0
113013.0,2024/2/8,週五,癸,亥,T7,5.0,8.0,25.0,31.0,39.0,47.0
113014.0,2024/2/9,週二,丁,卯,T11,3.0,7.0,16.0,20.0,25.0,30.0
113015.0,2024/2/10,週五,庚,午,T14,5.0,6.0,11.0,13.0,28.0,34.0
113016.0,2024/2/11,週二,甲,戌,S3,11.0,13.0,23.0,29.0,44.0,45.0
113017.0,2024/2/12,週五,丁,丑,S6,16.0,22.0,37.0,46.0,47.0,49.0
113018.0,2024/2/13,週二,辛,巳,S10,2.0,3.0,6.0,39.0,44.0,47.0
113019.0,2024/2/14,週五,甲,申,S13,7.0,12.0,19.0,26.0,32.0,39.0
113020.0,2024/2/15,週二,戊,子,T1,4.0,8.0,18.0,19.0,20.0,33.0
113021.0,2024/2/16,週五,辛,卯,T4,19.0,24.0,33.0,42.0,43.0,45.0
113022.0,2024/2/17,週二,乙,未,T8,4.0,5.0,20.0,27.0,32.0,40.0
113023.0,2024/2/18,週五,戊,戌,T11,6.0,12.0,24.0,32.0,36.0,44.0
113024.0,2024/2/19,週二,壬,寅,T15,2.0,10.0,17.0,32.0,38.0,48.0
113025.0,2024/2/20,週五,乙,巳,S2,6.0,8.0,17.0,27.0,34.0,46.0
113026.0,2024/2/21,週二,己,酉,S6,13.0,21.0,25.0,27.0,31.0,43.0
113027.0,2024/2/22,週五,壬,子,S9,9.0,11.0,18.0,31.0,39.0,46.0
113028.0,2024/2/23,週二,丙,辰,S13,3.0,8.0,9.0,21.0,34.0,49.0
113029.0,2024/2/24,週五,己,未,T1,8.0,15.0,21.0,27.0,46.0,48.0
113030.0,2024/2/27,週二,癸,亥,T5,7.0,15.0,17.0,29.0,41.0,42.0
113031.0,2024/3/1,週五,丙,寅,T8,1.0,29.0,30.0,39.0,46.0,47.0
113032.0,2024/3/5,週二,庚,午,T12,10.0,15.0,21.0,24.0,26.0,38.0
113033.0,2024/3/8,週五,癸,酉,T15,7.0,26.0,27.0,29.0,36.0,40.0
113034.0,2024/3/12,週二,丁,丑,S3,3.0,13.0,22.0,27.0,45.0,49.0
113035.0,2024/3/15,週五,庚,辰,S6,8.0,18.0,33.0,37.0,40.0,43.0
113036.0,2024/3/19,週二,甲,申,S10,8.0,14.0,19.0,20.0,21.0,36.0
113037.0,2024/3/22,週五,丁,亥,S13,4.0,16.0,38.0,40.0,41.0,48.0
113038.0,2024/3/26,週二,辛,卯,T2,6.0,19.0,21.0,29.0,32.0,46.0
113039.0,2024/3/29,週五,甲,午,T5,2.0,3.0,13.0,15.0,43.0,48.0
113040.0,2024/4/2,週二,戊,戌,T9,27.0,32.0,38.0,39.0,46.0,49.0
113041.0,2024/4/5,週五,辛,丑,T12,4.0,31.0,35.0,38.0,40.0,48.0
113042.0,2024/4/9,週二,乙,巳,S0,3.0,16.0,17.0,19.0,22.0,26.0
113043.0,2024/4/12,週五,戊,申,S3,3.0,5.0,12.0,15.0,17.0,39.0
113044.0,2024/4/16,週二,壬,子,T7,5.0,8.0,17.0,33.0,35.0,40.0
113045.0,2024/4/19,週五,乙,卯,T10,7.0,10.0,16.0,22.0,31.0,46.0
113046.0,2024/4/23,週二,己,未,T14,13.0,14.0,17.0,32.0,33.0,36.0
113047.0,2024/4/26,週五,壬,戌,T2,13.0,21.0,22.0,26.0,33.0,34.0
113048.0,2024/4/30,週二,丙,寅,T6,3.0,9.0,13.0,22.0,33.0,43.0
113049.0,2024/5/3,週五,己,巳,T9,6.0,11.0,12.0,22.0,34.0,39.0
113050.0,2024/5/7,週二,癸,酉,T13,7.0,9.0,15.0,28.0,30.0,33.0
113051.0,2024/5/10,週五,丙,子,S1,15.0,19.0,30.0,35.0,38.0,41.0
113052.0,2024/5/14,週二,庚,辰,S5,6.0,7.0,10.0,25.0,32.0,43.0
113053.0,2024/5/17,週五,癸,未,S8,15.0,33.0,34.0,40.0,41.0,49.0
113054.0,2024/5/21,週二,丁,亥,S12,1.0,30.0,34.0,35.0,38.0,42.0
113055.0,2024/5/24,週五,庚,寅,T0,4.0,23.0,24.0,28.0,30.0,40.0
113056.0,2024/5/28,週二,甲,午,T4,12.0,17.0,18.0,21.0,33.0,37.0
113057.0,2024/5/31,週五,丁,酉,T7,8.0,14.0,16.0,19.0,23.0,32.0
113058.0,2024/6/4,週二,辛,丑,T11,7.0,30.0,33.0,34.0,35.0,46.0
113059.0,2024/6/7,週五,甲,辰,T14,19.0,24.0,29.0,36.0,37.0,43.0
113060.0,2024/6/11,週二,戊,申,S4,7.0,10.0,12.0,27.0,36.0,46.0
113061.0,2024/6/14,週五,辛,亥,S7,1.0,7.0,9.0,18.0,36.0,47.0
113062.0,2024/6/18,週二,乙,卯,S11,6.0,24.0,31.0,35.0,36.0,42.0
113063.0,2024/6/21,週五,戊,午,S14,2.0,17.0,31.0,42.0,44.0,46.0
113064.0,2024/6/25,週二,壬,戌,T3,6.0,8.0,12.0,29.0,41.0,48.0
113065.0,2024/6/28,週五,乙,丑,T6,10.0,11.0,25.0,31.0,36.0,41.0
113066.0,2024/7/2,週二,己,巳,T10,1.0,33.0,38.0,39.0,41.0,45.0
113067.0,2024/7/5,週五,壬,申,T13,2.0,11.0,20.0,25.0,37.0,49.0
113068.0,2024/7/9,週二,丙,子,S2,15.0,18.0,19.0,31.0,39.0,40.0
113069.0,2024/7/12,週五,己,卯,S5,2.0,13.0,19.0,33.0,46.0,49.0
113070.0,2024/7/16,週二,癸,未,S9,4.0,12.0,22.0,29.0,36.0,47.0
113071.0,2024/7/19,週五,丙,戌,S12,11.0,13.0,25.0,28.0,33.0,40.0
113072.0,2024/7/23,週二,庚,寅,T1,3.0,6.0,10.0,23.0,33.0,35.0
113073.0,2024/7/26,週五,癸,巳,T4,6.0,19.0,23.0,35.0,41.0,46.0
113074.0,2024/7/30,週二,丁,酉,T8,5.0,15.0,24.0,35.0,46.0,48.0
113075.0,2024/8/2,週五,庚,子,T11,2.0,4.0,5.0,15.0,20.0,33.0
113076.0,2024/8/6,週二,甲,辰,S1,20.0,27.0,31.0,33.0,38.0,46.0
113077.0,2024/8/9,週五,丁,未,S4,14.0,20.0,27.0,42.0,44.0,47.0
113078.0,2024/8/13,週二,辛,亥,S8,2.0,28.0,30.0,37.0,40.0,48.0
113079.0,2024/8/16,週五,甲,寅,S11,4.0,6.0,14.0,31.0,44.0,45.0
113080.0,2024/8/20,週二,戊,午,T0,12.0,13.0,18.0,28.0,39.0,49.0
113081.0,2024/8/23,週五,辛,酉,T3,16.0,20.0,32.0,34.0,37.0,43.0
113082.0,2024/8/27,週二,乙,丑,T7,12.0,22.0,24.0,38.0,40.0,46.0
113083.0,2024/8/30,週五,戊,辰,T10,2.0,17.0,25.0,29.0,32.0,38.0
113084.0,2024/9/3,週二,壬,申,T14,5.0,22.0,25.0,27.0,36.0,41.0
113085.0,2024/9/6,週五,乙,亥,S2,9.0,15.0,17.0,38.0,45.0,49.0
113086.0,2024/9/10,週二,己,卯,S6,6.0,14.0,16.0,25.0,35.0,38.0
113087.0,2024/9/13,週五,壬,午,S9,13.0,17.0,26.0,39.0,43.0,48.0
113088.0,2024/9/17,週二,丙,戌,S13,26.0,34.0,35.0,40.0,44.0,46.0
113089.0,2024/9/20,週五,己,丑,T1,4.0,8.0,18.0,30.0,35.0,49.0
113090.0,2024/9/24,週二,癸,巳,T5,5.0,13.0,14.0,16.0,37.0,48.0
113091.0,2024/9/27,週五,丙,申,T8,2.0,3.0,5.0,21.0,45.0,49.0
113092.0,2024/10/1,週二,庚,子,T12,10.0,12.0,13.0,19.0,27.0,33.0
113093.0,2024/10/4,週五,癸,卯,S0,12.0,17.0,19.0,27.0,38.0,42.0
113094.0,2024/10/8,週二,丁,未,S4,3.0,5.0,7.0,31.0,33.0,45.0
113095.0,2024/10/11,週五,庚,戌,S7,7.0,9.0,12.0,21.0,26.0,32.0
113096.0,2024/10/15,週二,甲,寅,S11,5.0,10.0,13.0,28.0,39.0,41.0
113097.0,2024/10/18,週五,丁,巳,S14,14.0,20.0,26.0,43.0,45.0,49.0
113098.0,2024/10/22,週二,辛,酉,T2,2.0,24.0,29.0,30.0,38.0,49.0
113099.0,2024/10/25,週五,甲,子,T5,7.0,19.0,25.0,35.0,36.0,38.0
113100.0,2024/10/29,週二,戊,辰,T9,19.0,26.0,36.0,38.0,39.0,49.0
113101.0,2024/11/1,週五,辛,未,T12,6.0,10.0,23.0,27.0,34.0,47.0
113102.0,2024/11/5,週二,乙,亥,S1,4.0,17.0,21.0,30.0,41.0,49.0
113103.0,2024/11/8,週五,戊,寅,S4,1.0,11.0,42.0,46.0,47.0,49.0
113104.0,2024/11/12,週二,壬,午,S8,11.0,25.0,26.0,33.0,34.0,41.0
113105.0,2024/11/15,週五,乙,酉,S11,24.0,25.0,30.0,36.0,41.0,43.0
113106.0,2024/11/19,週二,己,丑,S15,5.0,7.0,11.0,22.0,25.0,44.0
113107.0,2024/11/22,週五,壬,辰,T2,14.0,16.0,22.0,33.0,36.0,48.0
113108.0,2024/11/26,週二,丙,申,T6,11.0,40.0,42.0,45.0,47.0,49.0
113109.0,2024/11/29,週五,己,亥,T9,13.0,20.0,28.0,32.0,38.0,49.0
113110.0,2024/12/3,週二,癸,卯,T13,5.0,6.0,7.0,12.0,17.0,35.0
113111.0,2024/12/6,週五,丙,午,S1,9.0,15.0,18.0,33.0,44.0,47.0
113112.0,2024/12/10,週二,庚,戌,S5,1.0,5.0,8.0,26.0,47.0,49.0
113113.0,2024/12/13,週五,癸,丑,S8,7.0,11.0,28.0,29.0,38.0,39.0
113114.0,2024/12/17,週二,丁,巳,S12,8.0,10.0,22.0,24.0,31.0,34.0
113115.0,2024/12/20,週五,庚,申,S15,3.0,8.0,18.0,26.0,40.0,46.0
113116.0,2024/12/24,週二,甲,子,T3,5.0,9.0,10.0,29.0,35.0,48.0
113117.0,2024/12/27,週五,丁,卯,T6,21.0,26.0,28.0,30.0,32.0,34.0
113118.0,2024/12/31,週二,辛,未,T10,10.0,25.0,34.0,35.0,42.0,48.0
114001.0,2025/1/3,週五,甲,戌,T13,6.0,9.0,15.0,29.0,30.0,48.0
114002.0,2025/1/7,週二,戊,寅,S1,1.0,8.0,20.0,26.0,29.0,35.0
114003.0,2025/1/10,週五,辛,巳,S4,14.0,29.0,35.0,36.0,37.0,49.0
114004.0,2025/1/14,週二,乙,酉,S8,1.0,3.0,13.0,15.0,37.0,48.0
114005.0,2025/1/17,週五,戊,子,S11,11.0,18.0,32.0,39.0,44.0,49.0
114006.0,2025/1/21,週二,壬,辰,S15,6.0,21.0,35.0,36.0,38.0,42.0
114007.0,2025/1/24,週五,乙,未,T3,6.0,22.0,23.0,30.0,36.0,37.0
114008.0,2025/1/25,週二,己,亥,T7,2.0,3.0,10.0,12.0,34.0,40.0
114009.0,2025/1/26,週五,壬,寅,T10,7.0,12.0,16.0,31.0,40.0,43.0
114010.0,2025/1/27,週二,丙,午,S14,11.0,22.0,30.0,35.0,37.0,38.0
114011.0,2025/1/28,週五,己,酉,S1,4.0,8.0,20.0,26.0,31.0,34.0
114012.0,2025/1/29,週二,癸,丑,S5,15.0,17.0,22.0,26.0,32.0,42.0
114013.0,2025/1/30,週五,丙,辰,S8,5.0,8.0,27.0,29.0,30.0,48.0
114014.0,2025/1/31,週二,庚,申,S12,7.0,11.0,13.0,23.0,39.0,42.0
114015.0,2025/2/1,週五,癸,亥,S15,2.0,9.0,10.0,18.0,39.0,40.0
114016.0,2025/2/2,週二,丁,卯,T3,10.0,16.0,25.0,28.0,33.0,37.0
114017.0,2025/2/3,週五,庚,午,T6,7.0,20.0,29.0,32.0,33.0,39.0
114018.0,2025/2/4,週二,甲,戌,T10,15.0,17.0,21.0,26.0,30.0,47.0
114019.0,2025/2/5,週五,丁,丑,T13,3.0,6.0,13.0,32.0,33.0,41.0
114020.0,2025/2/6,週二,辛,巳,S2,2.0,5.0,18.0,19.0,42.0,45.0
114021.0,2025/2/7,週五,甲,申,S5,14.0,22.0,25.0,44.0,46.0,49.0
114022.0,2025/2/8,週二,戊,子,S9,3.0,6.0,23.0,26.0,40.0,43.0
114023.0,2025/2/9,週五,辛,卯,S12,4.0,6.0,13.0,14.0,22.0,25.0
114024.0,2025/2/10,週二,乙,未,T0,1.0,18.0,28.0,34.0,35.0,43.0
114025.0,2025/2/11,週五,戊,戌,T3,7.0,19.0,25.0,27.0,34.0,35.0
114026.0,2025/2/12,週二,壬,寅,T7,12.0,30.0,31.0,37.0,47.0,49.0
114027.0,2025/2/14,週五,乙,巳,T10,8.0,11.0,14.0,29.0,33.0,45.0
114028.0,2025/2/18,週二,己,酉,T14,5.0,9.0,10.0,31.0,35.0,37.0
114029.0,2025/2/21,週五,壬,子,S2,2.0,7.0,27.0,30.0,38.0,49.0
114030.0,2025/2/25,週二,丙,辰,S6,13.0,15.0,24.0,37.0,38.0,43.0
114031.0,2025/2/28,週五,己,未,S9,7.0,19.0,25.0,26.0,38.0,39.0
114032.0,2025/3/4,週二,癸,亥,S13,7.0,21.0,31.0,36.0,46.0,47.0
114033.0,2025/3/7,週五,丙,寅,T1,5.0,7.0,26.0,30.0,40.0,48.0
114034.0,2025/3/11,週二,庚,午,T5,2.0,18.0,25.0,37.0,38.0,47.0
114035.0,2025/3/14,週五,癸,酉,T8,6.0,7.0,13.0,17.0,21.0,23.0
114036.0,2025/3/18,週二,丁,丑,T12,7.0,8.0,13.0,17.0,29.0,36.0
114037.0,2025/3/21,週五,庚,辰,S0,13.0,25.0,29.0,40.0,46.0,47.0
114038.0,2025/3/25,週二,甲,申,S4,17.0,24.0,40.0,41.0,46.0,48.0
114039.0,2025/3/28,週五,丁,亥,S7,1.0,7.0,11.0,15.0,27.0,30.0
114040.0,2025/4/1,週二,辛,卯,S11,4.0,16.0,18.0,29.0,35.0,37.0
114041.0,2025/4/4,週五,甲,午,S14,7.0,20.0,29.0,40.0,43.0,47.0
114042.0,2025/4/8,週二,戊,戌,T3,10.0,26.0,33.0,39.0,45.0,46.0
114043.0,2025/4/11,週五,辛,丑,T6,6.0,10.0,11.0,17.0,23.0,32.0
114044.0,2025/4/15,週二,乙,巳,T10,18.0,28.0,37.0,41.0,43.0,46.0
114045.0,2025/4/18,週五,戊,申,T13,2.0,8.0,15.0,22.0,29.0,45.0
114046.0,2025/4/22,週二,壬,子,S2,1.0,6.0,14.0,19.0,35.0,49.0
114047.0,2025/4/25,週五,乙,卯,S5,20.0,21.0,24.0,25.0,31.0,35.0
114048.0,2025/4/29,週二,己,未,S9,7.0,11.0,24.0,26.0,30.0,42.0
114049.0,2025/5/2,週五,壬,戌,S12,2.0,5.0,39.0,43.0,45.0,47.0
114050.0,2025/5/6,週二,丙,寅,T2,5.0,8.0,9.0,25.0,30.0,45.0
114051.0,2025/5/9,週五,己,巳,T5,15.0,27.0,33.0,42.0,48.0,49.0
114052.0,2025/5/13,週二,癸,酉,T9,1.0,23.0,29.0,41.0,45.0,49.0
114053.0,2025/5/16,週五,丙,子,T12,13.0,16.0,22.0,23.0,34.0,39.0
114054.0,2025/5/20,週二,庚,辰,S1,2.0,11.0,15.0,26.0,29.0,48.0
114055.0,2025/5/23,週五,癸,未,S4,1.0,7.0,11.0,24.0,44.0,48.0
114056.0,2025/5/27,週二,丁,亥,S8,16.0,17.0,26.0,29.0,32.0,40.0
114057.0,2025/5/30,週五,庚,寅,S11,3.0,4.0,13.0,21.0,38.0,46.0
114058.0,2025/6/3,週二,甲,午,T0,9.0,24.0,32.0,40.0,41.0,49.0
114059.0,2025/6/6,週五,丁,酉,T3,11.0,13.0,15.0,39.0,42.0,46.0
114060.0,2025/6/10,週二,辛,丑,T7,3.0,5.0,12.0,16.0,22.0,48.0
114061.0,2025/6/13,週五,甲,辰,T10,1.0,2.0,10.0,13.0,20.0,27.0
114062.0,2025/6/17,週二,戊,申,T14,13.0,20.0,21.0,26.0,31.0,44.0
114063.0,2025/6/20,週五,辛,亥,S2,4.0,20.0,31.0,40.0,42.0,48.0
114064.0,2025/6/24,週二,乙,卯,S6,3.0,8.0,20.0,37.0,45.0,49.0
114065.0,2025/6/27,週五,戊,午,S9,4.0,8.0,9.0,14.0,21.0,39.0
114066.0,2025/7/1,週二,壬,戌,S13,8.0,9.0,21.0,25.0,33.0,34.0
114067.0,2025/7/4,週五,乙,丑,T2,5.0,13.0,15.0,18.0,33.0,37.0
114068.0,2025/7/8,週二,己,巳,T6,6.0,8.0,12.0,14.0,25.0,35.0
114069.0,2025/7/11,週五,壬,申,T9,15.0,16.0,26.0,34.0,48.0,49.0
114070.0,2025/7/15,週二,丙,子,T13,32.0,33.0,41.0,45.0,46.0,49.0
114071.0,2025/7/18,週五,己,卯,S1,2.0,25.0,36.0,37.0,38.0,46.0
114072.0,2025/7/22,週二,癸,未,S5,5.0,17.0,19.0,26.0,27.0,39.0
114073.0,2025/7/25,週五,丙,戌,S8,2.0,4.0,23.0,35.0,41.0,47.0
114074.0,2025/7/29,週二,庚,寅,S12,2.0,5.0,14.0,19.0,36.0,45.0
114075.0,2025/8/1,週五,癸,巳,S15,4.0,14.0,19.0,28.0,40.0,41.0
114076.0,2025/8/5,週二,丁,酉,T4,1.0,20.0,34.0,36.0,37.0,40.0
114077.0,2025/8/8,週五,庚,子,T7,11.0,16.0,17.0,21.0,24.0,29.0
114078.0,2025/8/12,週二,甲,辰,T11,6.0,7.0,15.0,22.0,37.0,42.0
114079.0,2025/8/15,週五,丁,未,T14,3.0,5.0,7.0,15.0,17.0,47.0
114080.0,2025/8/19,週二,辛,亥,S2,2.0,23.0,25.0,33.0,41.0,46.0
114081.0,2025/8/22,週五,甲,寅,S5,23.0,33.0,38.0,43.0,45.0,47.0
114082.0,2025/8/26,週二,戊,午,S9,3.0,6.0,22.0,32.0,35.0,39.0
114083.0,2025/8/29,週五,辛,酉,S12,13.0,20.0,25.0,27.0,28.0,32.0
114084.0,2025/9/2,週二,乙,丑,T1,2.0,6.0,9.0,19.0,20.0,30.0
114085.0,2025/9/5,週五,戊,辰,T4,10.0,13.0,14.0,17.0,19.0,29.0
114086.0,2025/9/9,週二,壬,申,T8,12.0,20.0,25.0,26.0,40.0,45.0
114087.0,2025/9/12,週五,乙,亥,T11,2.0,3.0,4.0,11.0,15.0,41.0
114088.0,2025/9/16,週二,己,卯,T15,7.0,17.0,18.0,22.0,25.0,47.0
114089.0,2025/9/19,週五,壬,午,S3,14.0,17.0,26.0,36.0,38.0,41.0
114090.0,2025/9/23,週二,丙,戌,S7,5.0,14.0,22.0,25.0,27.0,45.0
114091.0,2025/9/26,週五,己,丑,S10,1.0,2.0,25.0,29.0,41.0,49.0
114092.0,2025/9/30,週二,癸,巳,S14,19.0,20.0,22.0,32.0,36.0,42.0
114093.0,2025/10/3,週五,丙,申,T1,4.0,18.0,36.0,40.0,41.0,43.0
114094.0,2025/10/7,週二,庚,子,T5,2.0,9.0,16.0,34.0,42.0,43.0
114095.0,2025/10/10,週五,癸,卯,T8,13.0,16.0,18.0,22.0,39.0,42.0
114096.0,2025/10/14,週二,丁,未,T12,11.0,16.0,20.0,31.0,39.0,41.0
114097.0,2025/10/17,週五,庚,戌,T15,3.0,15.0,16.0,31.0,32.0,45.0
114098.0,2025/10/21,週二,甲,寅,S4,14.0,20.0,25.0,42.0,44.0,49.0
114099.0,2025/10/24,週五,丁,巳,S7,13.0,22.0,23.0,33.0,39.0,40.0
114100.0,2025/10/28,週二,辛,酉,S11,5.0,8.0,11.0,12.0,18.0,39.0
114101.0,2025/10/31,週五,甲,子,S14,3.0,4.0,7.0,10.0,18.0,21.0
114102.0,2025/11/4,週二,戊,辰,T2,16.0,25.0,27.0,35.0,47.0,48.0
114103.0,2025/11/7,週五,辛,未,T5,4.0,11.0,22.0,32.0,33.0,41.0
114104.0,2025/11/11,週二,乙,亥,T9,11.0,16.0,24.0,42.0,44.0,47.0
114105.0,2025/11/14,週五,戊,寅,T12,21.0,25.0,26.0,38.0,41.0,46.0
114106.0,2025/11/18,週二,壬,午,S0,8.0,9.0,10.0,23.0,24.0,43.0
114107.0,2025/11/21,週五,乙,酉,S3,14.0,20.0,21.0,28.0,31.0,46.0
114108.0,2025/11/25,週二,己,丑,S7,2.0,10.0,12.0,20.0,23.0,24.0
114109.0,2025/11/28,週五,壬,辰,S10,8.0,12.0,18.0,28.0,37.0,46.0
114110.0,2025/12/2,週二,丙,申,S14,14.0,20.0,32.0,35.0,42.0,48.0
114111.0,2025/12/5,週五,己,亥,T1,8.0,15.0,23.0,24.0,41.0,47.0
114112.0,2025/12/9,週二,癸,卯,T5,5.0,10.0,18.0,26.0,28.0,44.0
114113.0,2025/12/12,週五,丙,午,T8,15.0,17.0,24.0,26.0,40.0,47.0
114114.0,2025/12/16,週二,庚,戌,T12,6.0,7.0,15.0,19.0,24.0,33.0
114115.0,2025/12/19,週五,癸,丑,S0,6.0,8.0,11.0,12.0,18.0,46.0
114116.0,2025/12/23,週二,丁,巳,S4,1.0,3.0,12.0,33.0,39.0,41.0
114117.0,2025/12/26,週五,庚,申,S7,5.0,7.0,9.0,14.0,17.0,30.0
114118.0,2025/12/30,週二,甲,子,S11,5.0,10.0,15.0,20.0,24.0,29.0
115001.0,2026/1/2,週五,丁,卯,S14,3.0,7.0,16.0,19.0,40.0,42.0
115002.0,2026/1/6,週二,辛,未,T2,2.0,23.0,33.0,38.0,39.0,45.0
115003.0,2026/1/9,週五,甲,戌,T5,1.0,7.0,13.0,14.0,34.0,45.0
115004.0,2026/1/13,週二,戊,寅,T9,2.0,10.0,18.0,19.0,39.0,49.0
115005.0,2026/1/16,週五,辛,巳,T12,9.0,10.0,21.0,22.0,25.0,36.0
115006.0,2026/1/20,週二,乙,酉,S1,2.0,7.0,26.0,41.0,44.0,45.0
115007.0,2026/1/23,週五,戊,子,S4,21.0,23.0,32.0,36.0,39.0,43.0
115008.0,2026/1/27,週二,壬,辰,S8,4.0,11.0,24.0,25.0,29.0,30.0
115009.0,2026/1/30,週五,乙,未,S11,9.0,13.0,27.0,31.0,32.0,39.0
115010.0,2026/2/3,週二,己,亥,S15,6.0,14.0,32.0,33.0,39.0,43.0
115011.0,2026/2/6,週五,壬,寅,T2,4.0,12.0,24.0,25.0,39.0,48.0
,,週二,丙,午,T6,,,,,,
,,週五,己,酉,T9,,,,,,
,,週二,癸,丑,T13,,,,,,
,,週五,丙,辰,S1,,,,,,
,,週二,庚,申,S5,,,,,,
,,週五,癸,亥,S8,,,,,,
,,週二,丁,卯,S12,,,,,,
,,週五,庚,午,T0,,,,,,
,,週二,甲,戌,T4,,,,,,
,,週五,丁,丑,T7,,,,,,
