期次,開獎日期,週,天干,地支,節氣,球1,球2,球3,球4,球5,球6
110010.0,2021/2/2,週二,己,酉,T12,14.0,34.0,35.0,38.0,43.0,47.0
110011.0,2021/2/5,週五,壬,子,T15,5.0,9.0,19.0,31.0,33.0,35.0
110012.0,2021/2/9,週二,丙,辰,S4,1.0,3.0,6.0,12.0,27.0,43.0
110013.0,2021/2/10,週五,己,未,S7,3.0,18.0,24.0,34.0,41.0,42.0
110014.0,2021/2/11,週二,癸,亥,S11,7.0,17.0,18.0,26.0,41.0,47.0
110015.0,2021/2/12,週五,丙,寅,S14,5.0,6.0,10.0,12.0,44.0,48.0
110016.0,2021/2/13,週二,庚,午,T3,13.0,30.0,37.0,40.0,43.0,46.0
110017.0,2021/2/14,週五,癸,酉,T6,1.0,12.0,16.0,17.0,38.0,45.0
110018.0,2021/2/15,週二,丁,丑,T10,4.0,8.0,10.0,18.0,33.0,40.0
110019.0,2021/2/16,週五,庚,辰,T13,1.0,9.0,11.0,12.0,37.0,46.0
110020.0,2021/2/17,週二,甲,申,S2,2.0,13.0,24.0,26.0,45.0,49.0
110021.0,2021/2/18,週五,丁,亥,S5,1.0,3.0,9.0,41.0,42.0,48.0
110022.0,2021/2/19,週二,辛,卯,S9,2.0,28.0,31.0,36.0,40.0,45.0
110023.0,2021/2/20,週五,甲,午,S12,1.0,6.0,10.0,11.0,26.0,47.0
110024.0,2021/2/21,週二,戊,戌,T0,9.0,18.0,25.0,27.0,32.0,39.0
110025.0,2021/2/23,週五,辛,丑,T3,1.0,6.0,18.0,19.0,20.0,42.0
110026.0,2021/2/26,週二,乙,巳,T7,4.0,13.0,22.0,23.0,39.0,42.0
110027.0,2021/3/2,週五,戊,申,T10,5.0,7.0,11.0,24.0,27.0,30.0
110028.0,2021/3/5,週二,壬,子,T14,6.0,8.0,14.0,29.0,38.0,48.0
110029.0,2021/3/9,週五,乙,卯,S2,8.0,9.0,13.0,29.0,36.0,46.0
110030.0,2021/3/12,週二,己,未,S6,8.0,21.0,26.0,30.0,33.0,46.0
110031.0,2021/3/16,週五,壬,戌,S9,8.0,19.0,22.0,24.0,30.0,43.0
110032.0,2021/3/19,週二,丙,寅,T13,7.0,19.0,28.0,35.0,38.0,48.0
110033.0,2021/3/23,週五,己,巳,T0,2.0,15.0,28.0,43.0,45.0,49.0
110034.0,2021/3/26,週二,癸,酉,T4,15.0,21.0,24.0,30.0,37.0,38.0
110035.0,2021/3/30,週五,丙,子,T7,17.0,22.0,23.0,25.0,31.0,33.0
110036.0,2021/4/2,週二,庚,辰,T11,17.0,21.0,25.0,30.0,40.0,42.0
110037.0,2021/4/6,週五,癸,未,T14,1.0,22.0,26.0,28.0,34.0,38.0
110038.0,2021/4/9,週二,丁,亥,S3,6.0,9.0,18.0,25.0,29.0,35.0
110039.0,2021/4/13,週五,庚,寅,S6,11.0,25.0,31.0,32.0,35.0,42.0
110040.0,2021/4/16,週二,甲,午,S10,7.0,10.0,16.0,21.0,33.0,46.0
110041.0,2021/4/20,週五,丁,酉,S13,5.0,7.0,9.0,15.0,24.0,26.0
110042.0,2021/4/23,週二,辛,丑,T1,18.0,20.0,23.0,32.0,37.0,46.0
110043.0,2021/4/27,週五,甲,辰,T4,5.0,8.0,20.0,23.0,34.0,39.0
110044.0,2021/4/30,週二,戊,申,T8,4.0,14.0,22.0,42.0,46.0,47.0
110045.0,2021/5/4,週五,辛,亥,T11,5.0,15.0,17.0,19.0,27.0,37.0
110046.0,2021/5/7,週二,乙,卯,T15,12.0,22.0,26.0,35.0,36.0,49.0
110047.0,2021/5/11,週五,戊,午,S2,5.0,7.0,9.0,27.0,35.0,42.0
110048.0,2021/5/14,週二,壬,戌,S6,2.0,13.0,14.0,30.0,43.0,48.0
110049.0,2021/5/18,週五,乙,丑,S9,11.0,15.0,16.0,18.0,35.0,43.0
110050.0,2021/5/21,週二,己,巳,S13,2.0,4.0,25.0,26.0,27.0,29.0
110051.0,2021/5/25,週五,壬,申,T1,15.0,31.0,38.0,44.0,46.0,48.0
110052.0,2021/5/28,週二,丙,子,T5,4.0,12.0,18.0,23.0,43.0,46.0
110053.0,2021/6/1,週五,己,卯,T8,1.0,2.0,9.0,26.0,35.0,41.0
110054.0,2021/6/4,週二,癸,未,T12,7.0,8.0,24.0,28.0,32.0,41.0
110055.0,2021/6/8,週五,丙,戌,T15,4.0,6.0,26.0,36.0,38.0,47.0
110056.0,2021/6/11,週二,庚,寅,S3,7.0,9.0,16.0,23.0,27.0,44.0
110057.0,2021/6/15,週五,癸,巳,S6,9.0,11.0,23.0,34.0,41.0,45.0
110058.0,2021/6/18,週二,丁,酉,S10,2.0,18.0,22.0,25.0,41.0,43.0
110059.0,2021/6/22,週五,庚,子,S13,14.0,17.0,27.0,43.0,45.0,48.0
110060.0,2021/6/25,週二,甲,辰,T1,1.0,4.0,9.0,37.0,38.0,41.0
110061.0,2021/6/29,週五,丁,未,T4,1.0,23.0,25.0,30.0,38.0,45.0
110062.0,2021/7/2,週二,辛,亥,T8,4.0,9.0,11.0,25.0,27.0,29.0
110063.0,2021/7/6,週五,甲,寅,T11,13.0,19.0,25.0,32.0,42.0,44.0
110064.0,2021/7/9,週二,戊,午,S0,3.0,13.0,24.0,26.0,27.0,29.0
110065.0,2021/7/13,週五,辛,酉,S3,9.0,14.0,17.0,23.0,33.0,48.0
110066.0,2021/7/16,週二,乙,丑,S7,13.0,16.0,17.0,19.0,39.0,44.0
110067.0,2021/7/20,週五,戊,辰,S10,1.0,8.0,32.0,41.0,44.0,49.0
110068.0,2021/7/23,週二,壬,申,S14,7.0,15.0,23.0,24.0,31.0,38.0
110069.0,2021/7/27,週五,乙,亥,T1,3.0,28.0,30.0,42.0,43.0,46.0
110070.0,2021/7/30,週二,己,卯,T5,2.0,15.0,19.0,29.0,43.0,46.0
110071.0,2021/8/3,週五,壬,午,T8,17.0,27.0,30.0,38.0,42.0,44.0
110072.0,2021/8/6,週二,丙,戌,T12,3.0,4.0,15.0,29.0,32.0,39.0
110073.0,2021/8/10,週五,己,丑,S0,1.0,3.0,16.0,17.0,24.0,25.0
110074.0,2021/8/13,週二,癸,巳,S4,5.0,6.0,19.0,24.0,33.0,41.0
110075.0,2021/8/17,週五,丙,申,S7,2.0,11.0,29.0,33.0,41.0,44.0
110076.0,2021/8/20,週二,庚,子,S11,3.0,6.0,11.0,13.0,18.0,37.0
110077.0,2021/8/24,週五,癸,卯,S14,1.0,5.0,17.0,36.0,40.0,41.0
110078.0,2021/8/27,週二,丁,未,T3,8.0,11.0,16.0,32.0,35.0,43.0
110079.0,2021/8/31,週五,庚,戌,T6,7.0,14.0,23.0,43.0,47.0,49.0
110080.0,2021/9/3,週二,甲,寅,T11,1.0,18.0,21.0,24.0,32.0,41.0
110081.0,2021/9/7,週五,丁,巳,T14,4.0,20.0,26.0,27.0,45.0,48.0
110082.0,2021/9/10,週二,辛,酉,S2,1.0,5.0,15.0,16.0,28.0,41.0
110083.0,2021/9/14,週五,甲,子,S5,9.0,13.0,18.0,22.0,40.0,41.0
110084.0,2021/9/17,週二,戊,辰,S9,7.0,12.0,18.0,35.0,37.0,45.0
110085.0,2021/9/21,週五,辛,未,S12,2.0,13.0,16.0,28.0,31.0,34.0
110086.0,2021/9/24,週二,乙,亥,T1,4.0,10.0,21.0,30.0,39.0,42.0
110087.0,2021/9/28,週五,戊,寅,T4,23.0,24.0,27.0,36.0,47.0,49.0
110088.0,2021/10/1,週二,壬,午,T8,2.0,9.0,16.0,22.0,41.0,49.0
110089.0,2021/10/5,週五,乙,酉,T11,1.0,3.0,11.0,23.0,46.0,47.0
110090.0,2021/10/8,週二,己,丑,S0,18.0,19.0,20.0,34.0,37.0,44.0
110091.0,2021/10/12,週五,壬,辰,S3,1.0,6.0,14.0,26.0,28.0,31.0
110092.0,2021/10/15,週二,丙,申,S7,2.0,12.0,21.0,25.0,26.0,37.0
110093.0,2021/10/19,週五,己,亥,S10,20.0,21.0,26.0,35.0,39.0,47.0
110094.0,2021/10/22,週二,癸,卯,S14,8.0,13.0,25.0,27.0,38.0,46.0
110095.0,2021/10/26,週五,丙,午,T3,14.0,18.0,21.0,26.0,47.0,49.0
110096.0,2021/10/29,週二,庚,戌,T7,2.0,9.0,17.0,28.0,36.0,42.0
110097.0,2021/11/2,週五,癸,丑,T10,1.0,12.0,17.0,21.0,37.0,43.0
110098.0,2021/11/5,週二,丁,巳,T14,16.0,18.0,26.0,30.0,40.0,44.0
110099.0,2021/11/9,週五,庚,申,S2,9.0,14.0,20.0,26.0,39.0,42.0
110100.0,2021/11/12,週二,甲,子,S6,2.0,3.0,25.0,27.0,37.0,47.0
110101.0,2021/11/16,週五,丁,卯,S9,6.0,23.0,34.0,41.0,43.0,44.0
110102.0,2021/11/19,週二,辛,未,S13,13.0,15.0,16.0,17.0,23.0,36.0
110103.0,2021/11/23,週五,甲,戌,T1,6.0,7.0,13.0,32.0,33.0,37.0
110104.0,2021/11/26,週二,戊,寅,T5,10.0,15.0,16.0,21.0,22.0,30.0
110105.0,2021/11/30,週五,辛,巳,T8,9.0,10.0,26.0,31.0,40.0,49.0
110106.0,2021/12/3,週二,乙,酉,T12,8.0,13.0,14.0,35.0,36.0,41.0
110107.0,2021/12/7,週五,戊,子,S0,19.0,21.0,30.0,43.0,44.0,48.0
110108.0,2021/12/10,週二,壬,辰,S4,3.0,15.0,21.0,24.0,27.0,40.0
110109.0,2021/12/14,週五,乙,未,S7,7.0,14.0,21.0,27.0,30.0,36.0
110110.0,2021/12/17,週二,己,亥,S11,2.0,11.0,30.0,35.0,37.0,40.0
110111.0,2021/12/21,週五,壬,寅,S14,4.0,5.0,27.0,31.0,44.0,48.0
110112.0,2021/12/24,週二,丙,午,T3,2.0,7.0,11.0,19.0,27.0,44.0
110113.0,2021/12/28,週五,己,酉,T6,1.0,2.0,8.0,11.0,21.0,45.0
110114.0,2021/12/31,週二,癸,丑,T10,5.0,9.0,14.0,28.0,34.0,37.0
111001.0,2022/1/4,週五,丙,辰,T13,3.0,4.0,7.0,19.0,22.0,43.0
111002.0,2022/1/7,週二,庚,申,S3,6.0,9.0,15.0,31.0,38.0,39.0
111003.0,2022/1/11,週五,癸,亥,S6,10.0,11.0,13.0,17.0,36.0,49.0
111004.0,2022/1/14,週二,丁,卯,S10,5.0,13.0,14.0,24.0,26.0,35.0
111005.0,2022/1/18,週五,庚,午,S13,19.0,22.0,33.0,35.0,38.0,48.0
111006.0,2022/1/21,週二,甲,戌,T2,15.0,26.0,27.0,34.0,37.0,42.0
111007.0,2022/1/25,週五,丁,丑,T5,2.0,9.0,10.0,15.0,27.0,35.0
111008.0,2022/1/28,週二,辛,巳,T9,7.0,12.0,36.0,41.0,42.0,44.0
111009.0,2022/1/29,週五,甲,申,T12,1.0,2.0,20.0,23.0,26.0,34.0
111010.0,2022/1/30,週二,戊,子,S0,3.0,8.0,15.0,20.0,22.0,23.0
111011.0,2022/1/31,週五,辛,卯,S3,4.0,14.0,32.0,33.0,43.0,44.0
111012.0,2022/2/1,週二,乙,未,S7,8.0,25.0,34.0,44.0,45.0,47.0
111013.0,2022/2/2,週五,戊,戌,S10,6.0,11.0,18.0,23.0,33.0,41.0
111014.0,2022/2/3,週二,壬,寅,S14,5.0,9.0,18.0,22.0,34.0,36.0
111015.0,2022/2/4,週五,乙,巳,T2,1.0,18.0,21.0,29.0,36.0,38.0
111016.0,2022/2/5,週二,己,酉,T6,2.0,4.0,13.0,36.0,41.0,49.0
111017.0,2022/2/6,週五,壬,子,T9,12.0,24.0,29.0,34.0,38.0,42.0
111018.0,2022/2/7,週二,丙,辰,T13,3.0,18.0,23.0,32.0,40.0,45.0
111019.0,2022/2/8,週五,己,未,S1,5.0,23.0,29.0,33.0,38.0,49.0
111020.0,2022/2/9,週二,癸,亥,S5,2.0,7.0,11.0,18.0,35.0,45.0
111021.0,2022/2/10,週五,丙,寅,S8,1.0,22.0,25.0,27.0,41.0,44.0
111022.0,2022/2/11,週二,庚,午,S12,23.0,24.0,30.0,42.0,44.0,46.0
111023.0,2022/2/15,週五,癸,酉,S15,18.0,23.0,26.0,27.0,40.0,42.0
111024.0,2022/2/18,週二,丁,丑,T3,16.0,20.0,36.0,39.0,47.0,48.0
111025.0,2022/2/22,週五,庚,辰,T6,3.0,21.0,22.0,34.0,37.0,40.0
111026.0,2022/2/25,週二,甲,申,T10,17.0,18.0,21.0,26.0,38.0,49.0
111027.0,2022/3/1,週五,丁,亥,T13,7.0,17.0,19.0,24.0,31.0,45.0
111028.0,2022/3/4,週二,辛,卯,S1,1.0,3.0,18.0,29.0,30.0,31.0
111029.0,2022/3/8,週五,甲,午,S4,13.0,14.0,16.0,19.0,30.0,44.0
111030.0,2022/3/11,週二,戊,戌,S8,3.0,4.0,8.0,15.0,21.0,24.0
111031.0,2022/3/15,週五,辛,丑,S11,1.0,31.0,33.0,37.0,46.0,47.0
111032.0,2022/3/18,週二,乙,巳,T0,2.0,15.0,21.0,26.0,42.0,44.0
111033.0,2022/3/22,週五,戊,申,T3,7.0,21.0,26.0,36.0,43.0,49.0
111034.0,2022/3/25,週二,壬,子,T7,14.0,17.0,22.0,45.0,47.0,49.0
111035.0,2022/3/29,週五,乙,卯,T10,16.0,21.0,24.0,27.0,29.0,43.0
111036.0,2022/4/1,週二,己,未,T14,3.0,10.0,11.0,20.0,34.0,38.0
111037.0,2022/4/5,週五,壬,戌,S1,8.0,15.0,24.0,27.0,31.0,33.0
111038.0,2022/4/8,週二,丙,寅,S5,10.0,15.0,19.0,29.0,31.0,44.0
111039.0,2022/4/12,週五,己,巳,S8,14.0,17.0,18.0,22.0,40.0,42.0
111040.0,2022/4/15,週二,癸,酉,S12,2.0,9.0,11.0,14.0,15.0,30.0
111041.0,2022/4/19,週五,丙,子,S15,4.0,5.0,18.0,20.0,30.0,41.0
111042.0,2022/4/22,週二,庚,辰,T3,3.0,28.0,32.0,36.0,47.0,49.0
111043.0,2022/4/26,週五,癸,未,T6,12.0,31.0,32.0,42.0,43.0,49.0
111044.0,2022/4/29,週二,丁,亥,T10,12.0,14.0,18.0,25.0,44.0,48.0
111045.0,2022/5/3,週五,庚,寅,T13,14.0,16.0,18.0,19.0,21.0,23.0
111046.0,2022/5/6,週二,甲,午,S2,1.0,5.0,19.0,28.0,45.0,49.0
111047.0,2022/5/10,週五,丁,酉,S5,2.0,11.0,20.0,24.0,32.0,48.0
111048.0,2022/5/13,週二,辛,丑,S9,10.0,24.0,27.0,36.0,37.0,48.0
111049.0,2022/5/17,週五,甲,辰,S12,9.0,22.0,28.0,29.0,34.0,37.0
111050.0,2022/5/20,週二,戊,申,T0,5.0,8.0,12.0,22.0,42.0,49.0
111051.0,2022/5/24,週五,辛,亥,T3,4.0,19.0,24.0,35.0,45.0,46.0
111052.0,2022/5/27,週二,乙,卯,T7,4.0,11.0,18.0,37.0,39.0,46.0
111053.0,2022/5/31,週五,戊,午,T10,10.0,11.0,17.0,25.0,27.0,28.0
111054.0,2022/6/3,週二,壬,戌,T14,4.0,11.0,39.0,42.0,43.0,48.0
111055.0,2022/6/7,週五,乙,丑,S2,4.0,17.0,18.0,19.0,31.0,44.0
111056.0,2022/6/10,週二,己,巳,S6,5.0,10.0,13.0,28.0,29.0,38.0
111057.0,2022/6/14,週五,壬,申,S9,3.0,9.0,20.0,28.0,29.0,47.0
111058.0,2022/6/17,週二,丙,子,S13,7.0,11.0,28.0,30.0,46.0,47.0
111059.0,2022/6/21,週五,己,卯,T0,3.0,14.0,20.0,34.0,41.0,44.0
111060.0,2022/6/24,週二,癸,未,T4,3.0,18.0,26.0,29.0,40.0,43.0
111061.0,2022/6/28,週五,丙,戌,T7,21.0,24.0,25.0,41.0,42.0,45.0
111062.0,2022/7/1,週二,庚,寅,T11,14.0,20.0,29.0,32.0,34.0,43.0
111063.0,2022/7/5,週五,癸,巳,T14,3.0,8.0,26.0,38.0,45.0,47.0
111064.0,2022/7/8,週二,丁,酉,S3,5.0,9.0,15.0,35.0,40.0,44.0
111065.0,2022/7/12,週五,庚,子,S6,7.0,14.0,17.0,20.0,29.0,45.0
111066.0,2022/7/15,週二,甲,辰,S10,14.0,15.0,27.0,41.0,43.0,49.0
111067.0,2022/7/19,週五,丁,未,S13,9.0,16.0,23.0,29.0,40.0,41.0
111068.0,2022/7/22,週二,辛,亥,T2,11.0,12.0,24.0,30.0,33.0,38.0
111069.0,2022/7/26,週五,甲,寅,T5,10.0,12.0,17.0,27.0,29.0,39.0
111070.0,2022/7/29,週二,戊,午,T9,12.0,18.0,19.0,21.0,33.0,37.0
111071.0,2022/8/2,週五,辛,酉,T12,2.0,26.0,28.0,29.0,37.0,48.0
111072.0,2022/8/5,週二,乙,丑,S1,5.0,18.0,21.0,30.0,43.0,46.0
111073.0,2022/8/9,週五,戊,辰,S4,9.0,11.0,21.0,23.0,30.0,33.0
111074.0,2022/8/12,週二,壬,申,S8,4.0,7.0,15.0,21.0,37.0,43.0
111075.0,2022/8/16,週五,乙,亥,S11,1.0,7.0,11.0,16.0,18.0,31.0
111076.0,2022/8/19,週二,己,卯,T0,3.0,4.0,10.0,21.0,28.0,41.0
111077.0,2022/8/23,週五,壬,午,T3,6.0,23.0,24.0,25.0,47.0,49.0
111078.0,2022/8/26,週二,丙,戌,T7,4.0,16.0,17.0,30.0,38.0,42.0
111079.0,2022/8/30,週五,己,丑,T10,5.0,8.0,16.0,27.0,35.0,45.0
111080.0,2022/9/2,週二,癸,巳,T14,20.0,23.0,25.0,36.0,43.0,45.0
111081.0,2022/9/6,週五,丙,申,S2,26.0,32.0,35.0,36.0,38.0,49.0
111082.0,2022/9/9,週二,庚,子,S6,7.0,15.0,17.0,28.0,36.0,39.0
111083.0,2022/9/13,週五,癸,卯,S9,7.0,10.0,15.0,21.0,34.0,48.0
111084.0,2022/9/16,週二,丁,未,S13,2.0,6.0,7.0,27.0,31.0,44.0
111085.0,2022/9/20,週五,庚,戌,T1,11.0,13.0,24.0,29.0,35.0,43.0
111086.0,2022/9/23,週二,甲,寅,T5,2.0,12.0,30.0,31.0,44.0,48.0
111087.0,2022/9/27,週五,丁,巳,T8,10.0,17.0,28.0,34.0,40.0,43.0
111088.0,2022/9/30,週二,辛,酉,T12,5.0,12.0,18.0,28.0,34.0,39.0
111089.0,2022/10/4,週五,甲,子,S1,13.0,14.0,23.0,34.0,43.0,49.0
111090.0,2022/10/7,週二,戊,辰,S5,5.0,10.0,15.0,16.0,26.0,30.0
111091.0,2022/10/11,週五,辛,未,S8,1.0,3.0,23.0,25.0,42.0,46.0
111092.0,2022/10/14,週二,乙,亥,S12,1.0,11.0,13.0,25.0,32.0,36.0
111093.0,2022/10/18,週五,戊,寅,T0,1.0,14.0,27.0,38.0,39.0,47.0
111094.0,2022/10/21,週二,壬,午,T4,11.0,20.0,36.0,37.0,42.0,49.0
111095.0,2022/10/25,週五,乙,酉,T7,18.0,32.0,36.0,43.0,48.0,49.0
111096.0,2022/10/28,週二,己,丑,T11,17.0,18.0,19.0,23.0,25.0,32.0
111097.0,2022/11/1,週五,壬,辰,T14,17.0,24.0,28.0,32.0,34.0,40.0
111098.0,2022/11/4,週二,丙,申,S3,11.0,21.0,23.0,30.0,36.0,47.0
111099.0,2022/11/8,週五,己,亥,S6,15.0,18.0,37.0,39.0,44.0,47.0
111100.0,2022/11/11,週二,癸,卯,S10,2.0,10.0,19.0,20.0,36.0,48.0
111101.0,2022/11/15,週五,丙,午,S13,19.0,20.0,26.0,29.0,34.0,39.0
111102.0,2022/11/18,週二,庚,戌,T2,10.0,17.0,27.0,37.0,44.0,45.0
111103.0,2022/11/22,週五,癸,丑,T5,5.0,13.0,18.0,24.0,27.0,48.0
111104.0,2022/11/25,週二,丁,巳,T9,14.0,15.0,20.0,26.0,35.0,41.0
111105.0,2022/11/29,週五,庚,申,T12,6.0,21.0,34.0,37.0,46.0,49.0
111106.0,2022/12/2,週二,甲,子,S1,8.0,22.0,28.0,40.0,41.0,45.0
111107.0,2022/12/6,週五,丁,卯,S4,10.0,15.0,27.0,32.0,39.0,42.0
111108.0,2022/12/9,週二,辛,未,S8,10.0,16.0,22.0,40.0,45.0,48.0
111109.0,2022/12/13,週五,甲,戌,S11,6.0,9.0,12.0,14.0,33.0,47.0
111110.0,2022/12/16,週二,戊,寅,T0,6.0,11.0,12.0,40.0,47.0,49.0
111111.0,2022/12/20,週五,辛,巳,T3,3.0,4.0,12.0,16.0,29.0,32.0
111112.0,2022/12/23,週二,乙,酉,T7,9.0,13.0,32.0,34.0,35.0,39.0
111113.0,2022/12/27,週五,戊,子,T10,3.0,11.0,16.0,21.0,22.0,39.0
111114.0,2022/12/30,週二,壬,辰,T14,5.0,8.0,14.0,17.0,20.0,46.0
112001.0,2023/1/3,週五,乙,未,S2,2.0,4.0,8.0,19.0,24.0,39.0
112002.0,2023/1/6,週二,己,亥,S6,19.0,22.0,29.0,36.0,43.0,46.0
112003.0,2023/1/10,週五,壬,寅,S9,15.0,21.0,22.0,30.0,41.0,42.0
112004.0,2023/1/13,週二,丙,午,S13,5.0,21.0,23.0,24.0,40.0,44.0
112005.0,2023/1/17,週五,己,酉,T1,5.0,17.0,23.0,24.0,36.0,42.0
112006.0,2023/1/20,週二,癸,丑,T5,16.0,25.0,27.0,31.0,34.0,42.0
112007.0,2023/1/21,週五,丙,辰,T8,1.0,5.0,16.0,21.0,23.0,25.0
112008.0,2023/1/22,週二,庚,申,T12,6.0,8.0,10.0,22.0,27.0,29.0
112009.0,2023/1/23,週五,癸,亥,T15,7.0,10.0,18.0,23.0,34.0,35.0
112010.0,2023/1/24,週二,丁,卯,S3,2.0,4.0,18.0,20.0,30.0,32.0
112011.0,2023/1/25,週五,庚,午,S6,2.0,3.0,8.0,23.0,24.0,27.0
112012.0,2023/1/26,週二,甲,戌,S10,10.0,12.0,13.0,21.0,40.0,42.0
112013.0,2023/1/27,週五,丁,丑,S13,4.0,13.0,28.0,33.0,38.0,39.0
112014.0,2023/1/28,週二,辛,巳,T2,1.0,19.0,23.0,30.0,35.0,48.0
112015.0,2023/1/29,週五,甲,申,T5,2.0,8.0,9.0,15.0,27.0,31.0
112016.0,2023/1/30,週二,戊,子,T9,7.0,18.0,23.0,39.0,41.0,43.0
112017.0,2023/1/31,週五,辛,卯,T12,1.0,26.0,33.0,36.0,40.0,42.0
112018.0,2023/2/1,週二,乙,未,S0,5.0,8.0,19.0,23.0,33.0,46.0
112019.0,2023/2/2,週五,戊,戌,S3,8.0,13.0,19.0,21.0,31.0,45.0
112020.0,2023/2/3,週二,壬,寅,S7,3.0,14.0,25.0,29.0,44.0,45.0
112021.0,2023/2/4,週五,乙,巳,S10,2.0,14.0,20.0,21.0,22.0,49.0
112022.0,2023/2/5,週二,己,酉,S14,5.0,19.0,25.0,33.0,38.0,42.0
112023.0,2023/2/7,週五,壬,子,T2,3.0,8.0,11.0,18.0,28.0,47.0
112024.0,2023/2/10,週二,丙,辰,T6,7.0,11.0,24.0,28.0,33.0,46.0
112025.0,2023/2/14,週五,己,未,T9,11.0,22.0,23.0,30.0,31.0,49.0
112026.0,2023/2/17,週二,癸,亥,T13,7.0,9.0,14.0,16.0,26.0,33.0
112027.0,2023/2/21,週五,丙,寅,S0,1.0,5.0,6.0,11.0,26.0,46.0
112028.0,2023/2/24,週二,庚,午,S4,15.0,38.0,39.0,40.0,45.0,48.0
112029.0,2023/2/28,週五,癸,酉,S7,2.0,11.0,25.0,26.0,27.0,35.0
112030.0,2023/3/3,週二,丁,丑,S11,13.0,16.0,18.0,22.0,34.0,42.0
112031.0,2023/3/7,週五,庚,辰,S14,13.0,17.0,23.0,25.0,32.0,41.0
112032.0,2023/3/10,週二,甲,申,T2,15.0,19.0,29.0,32.0,39.0,40.0
112033.0,2023/3/14,週五,丁,亥,T5,3.0,4.0,11.0,12.0,20.0,37.0
112034.0,2023/3/17,週二,辛,卯,T9,6.0,7.0,10.0,24.0,29.0,40.0
112035.0,2023/3/21,週五,甲,午,T12,3.0,11.0,20.0,30.0,41.0,45.0
112036.0,2023/3/24,週二,戊,戌,S0,2.0,14.0,26.0,34.0,40.0,46.0
112037.0,2023/3/28,週五,辛,丑,S3,3.0,10.0,26.0,35.0,37.0,44.0
112038.0,2023/3/31,週二,乙,巳,S7,10.0,22.0,26.0,29.0,45.0,47.0
112039.0,2023/4/4,週五,戊,申,S10,10.0,19.0,21.0,33.0,35.0,47.0
112040.0,2023/4/7,週二,壬,子,S14,4.0,11.0,20.0,25.0,32.0,39.0
112041.0,2023/4/11,週五,乙,卯,T2,9.0,12.0,30.0,31.0,33.0,37.0
112042.0,2023/4/14,週二,己,未,T6,10.0,22.0,23.0,35.0,46.0,49.0
112043.0,2023/4/18,週五,壬,戌,T9,6.0,8.0,10.0,28.0,41.0,43.0
112044.0,2023/4/21,週二,丙,寅,T13,7.0,11.0,23.0,25.0,27.0,43.0
112045.0,2023/4/25,週五,己,巳,S0,5.0,12.0,13.0,27.0,28.0,41.0
112046.0,2023/4/28,週二,癸,酉,S4,5.0,31.0,38.0,41.0,43.0,47.0
112047.0,2023/5/2,週五,丙,子,S7,8.0,9.0,14.0,37.0,42.0,46.0
112048.0,2023/5/5,週二,庚,辰,S11,10.0,13.0,16.0,19.0,21.0,48.0
112049.0,2023/5/9,週五,癸,未,S14,1.0,21.0,22.0,29.0,31.0,44.0
112050.0,2023/5/12,週二,丁,亥,T3,2.0,7.0,9.0,18.0,20.0,48.0
112051.0,2023/5/16,週五,庚,寅,T6,1.0,19.0,26.0,34.0,38.0,43.0
112052.0,2023/5/19,週二,甲,午,T10,5.0,8.0,9.0,35.0,38.0,44.0
112053.0,2023/5/23,週五,丁,酉,T13,5.0,20.0,23.0,38.0,44.0,46.0
112054.0,2023/5/26,週二,辛,丑,S2,5.0,10.0,12.0,15.0,30.0,36.0
112055.0,2023/5/30,週五,甲,辰,S5,5.0,6.0,9.0,29.0,43.0,45.0
112056.0,2023/6/2,週二,戊,申,S9,1.0,5.0,13.0,16.0,23.0,34.0
112057.0,2023/6/6,週五,辛,亥,S12,8.0,13.0,27.0,30.0,41.0,43.0
112058.0,2023/6/9,週二,乙,卯,T0,30.0,32.0,36.0,38.0,46.0,49.0
112059.0,2023/6/13,週五,戊,午,T3,1.0,6.0,8.0,9.0,10.0,21.0
112060.0,2023/6/16,週二,壬,戌,T7,2.0,21.0,22.0,30.0,33.0,41.0
112061.0,2023/6/20,週五,乙,丑,T10,5.0,15.0,32.0,34.0,37.0,41.0
112062.0,2023/6/23,週二,己,巳,T14,4.0,8.0,23.0,31.0,42.0,49.0
112063.0,2023/6/27,週五,壬,申,S2,13.0,24.0,30.0,37.0,43.0,44.0
112064.0,2023/6/30,週二,丙,子,S6,6.0,22.0,26.0,29.0,32.0,43.0
112065.0,2023/7/4,週五,己,卯,S9,6.0,12.0,15.0,16.0,24.0,41.0
112066.0,2023/7/7,週二,癸,未,S13,3.0,6.0,15.0,21.0,24.0,33.0
112067.0,2023/7/11,週五,丙,戌,T2,10.0,21.0,26.0,34.0,48.0,49.0
112068.0,2023/7/14,週二,庚,寅,T6,10.0,15.0,17.0,33.0,34.0,45.0
112069.0,2023/7/18,週五,癸,巳,T9,4.0,5.0,16.0,19.0,34.0,40.0
112070.0,2023/7/21,週二,丁,酉,T13,3.0,15.0,35.0,39.0,41.0,49.0
112071.0,2023/7/25,週五,庚,子,S1,12.0,17.0,28.0,33.0,40.0,45.0
112072.0,2023/7/28,週二,甲,辰,S5,1.0,3.0,22.0,25.0,34.0,44.0
112073.0,2023/8/1,週五,丁,未,S8,11.0,26.0,37.0,38.0,40.0,41.0
112074.0,2023/8/4,週二,辛,亥,S12,6.0,10.0,21.0,34.0,38.0,41.0
